request_rate_per_min,time_of_access,kyber_key_gen_time,kyber_encaps_time,kyber_decaps_time,kyber_layer_execution_skew,kyber_time_diff,mceliece_key_gen_time,mceliece_encaps_time,mceliece_decaps_time,mceliece_decaps_success,falcon_key_gen_time,falcon_sign_time,falcon_verify_time,falcon_signature_valid,ntru_key_gen_time,ntru_encaps_time,ntru_decaps_time,ntru_decaps_success,dilithium_key_gen_time,dilithium_sign_time,dilithium_verify_time,dilithium_triggered,kyber_cipher_size,ntru_output_size,mceliece_key_size_kb,crypto_total_time,total_encap_time,total_decap_time,success_rate,is_anomaly,triggered_escape_mechanism
54,06:18:41,16.1,9,8.1,8,0.9,57.6,13.9,15,TRUE,24.6,24.1,11.5,TRUE,13.2,7.6,9.8,TRUE,21.6,22.4,12.8,FALSE,1184,1024,1390,267.3,30.5,32.9,1,FALSE,FALSE
56,06:18:42,12.5,7.9,8.6,3.9,-0.7,60.2,20.3,15.9,FALSE,15.1,22.2,11.8,TRUE,14.4,9.1,10.9,TRUE,25.8,27.6,14.2,TRUE,1184,1024,1390,276.5,37.3,35.4,0.7,FALSE,FALSE
77,06:18:43,11,11.4,8.5,2.5,2.9,60,15.1,15.3,FALSE,15,27.8,11.8,TRUE,14.4,6.8,10.9,TRUE,21.1,33,12,TRUE,1184,1024,1390,274.1,33.3,34.7,0.7,TRUE,TRUE
54,06:18:44,12.4,8.2,7.8,4.6,0.4,52.7,13,11.8,FALSE,14.9,31.2,9.4,FALSE,12.5,9.8,11.2,TRUE,16.3,28.6,10.9,TRUE,1184,1024,1390,250.7,31,30.8,0.3,TRUE,TRUE
38,06:18:45,14.5,7.5,7.3,7.2,0.2,63.1,13.7,12.9,FALSE,16.5,27.6,15.2,FALSE,13.1,7.4,10.7,TRUE,23,33,16.7,TRUE,1184,1024,1390,282.2,28.6,30.9,0.3,TRUE,TRUE
30,06:18:46,13.9,7.2,8.7,5.2,-1.5,59.5,16.9,19.1,TRUE,17.2,29.1,11.7,TRUE,13.4,9.3,7.4,FALSE,23.8,26.8,13.7,TRUE,1184,1024,1390,277.7,33.4,35.2,0.7,FALSE,FALSE
28,06:18:47,11.4,9,8.5,2.9,0.5,51.4,15.2,14.7,TRUE,11.3,31.2,8.7,FALSE,14.3,9.4,7.2,TRUE,21,27.2,9.8,TRUE,1184,1024,1390,250.3,33.6,30.4,0.7,FALSE,FALSE
43,06:18:48,13.4,9.3,10.1,3.3,-0.8,55.7,15.8,14.3,TRUE,15.7,27.9,11.8,TRUE,13.5,8.1,7.5,TRUE,16.3,27.1,12.6,FALSE,1184,1024,1390,259.1,33.2,31.9,1,FALSE,FALSE
42,06:18:49,14,9,9.6,4.4,-0.6,57.9,13.4,14.5,TRUE,17.9,19.2,9.9,TRUE,16.5,7.7,8.4,TRUE,22,30.3,10.8,FALSE,1184,1024,1390,261.1,30.1,32.5,1,FALSE,FALSE
50,06:18:50,9.9,7.2,7.5,2.4,-0.3,65.4,13.2,10.3,TRUE,20.6,23.7,10.5,TRUE,13.6,8.2,6.7,TRUE,21.4,24.2,10.2,FALSE,1184,1024,1390,252.6,28.6,24.5,1,FALSE,FALSE
55,06:18:51,12.2,7.1,7.9,4.3,-0.8,58.6,15.9,13,TRUE,20.1,23.6,18.5,FALSE,19.6,9.3,8.9,TRUE,19.7,30.1,10.8,TRUE,1184,1024,1390,275.3,32.3,29.8,0.7,FALSE,FALSE
65,06:18:52,13.6,6.3,7.7,5.9,-1.4,54.4,15,12.5,TRUE,21.1,29,12.7,TRUE,14.5,7.7,7.2,TRUE,19.8,34.2,14.5,FALSE,1184,1024,1390,270.2,29,27.4,1,TRUE,FALSE
53,06:18:53,11,9.9,9,2,0.9,58.7,18.3,9.9,TRUE,19.2,28.2,13.4,TRUE,16,9.5,8.8,TRUE,25.6,25.4,11.4,FALSE,1184,1024,1390,274.3,37.7,27.7,1,FALSE,FALSE
33,06:18:54,12.6,8.5,7.8,4.8,0.7,49.8,16.8,13.5,TRUE,18,21.2,16.5,FALSE,17.1,7.5,8.7,TRUE,26.1,27,11.2,TRUE,1184,1024,1390,262.3,32.8,30,0.7,FALSE,FALSE
37,06:18:55,14.1,7.4,7.1,7,0.3,64.1,14.4,14.4,TRUE,21.4,24.9,11.8,TRUE,15.2,8.7,9.1,TRUE,21.8,28.5,13.9,FALSE,1184,1024,1390,276.8,30.5,30.6,1,FALSE,FALSE
33,06:18:56,12.2,8,5.9,6.3,2.1,54.6,17.7,13.7,FALSE,19.5,21.7,12.6,TRUE,17.6,10.8,10.3,TRUE,24.4,30.2,10.4,TRUE,1184,1024,1390,269.6,36.5,29.9,0.7,FALSE,FALSE
26,06:18:57,14.9,7,6.6,8.3,0.4,52.1,12.4,12.2,FALSE,20.4,23.8,11.3,TRUE,16.2,8.1,10.7,TRUE,27.2,26.6,12.8,TRUE,1184,1024,1390,262.3,27.5,29.5,0.7,FALSE,FALSE
22,06:18:58,10.6,8.2,8.8,1.8,-0.6,68,17,14.2,TRUE,17.3,27.8,16,FALSE,15.1,9.1,9.7,TRUE,19.4,28.7,13.4,TRUE,1184,1024,1390,283.3,34.3,32.7,0.7,FALSE,FALSE
48,06:18:59,15.6,7.8,6.8,8.8,1,64.9,15.2,14.4,FALSE,19.7,28.9,11.7,TRUE,16.7,7.5,10.3,TRUE,23.7,32.3,12.3,TRUE,1184,1024,1390,287.8,30.5,31.5,0.7,FALSE,FALSE
78,06:19:00,10.3,7.2,7.4,2.9,-0.2,59.6,13.1,16.3,TRUE,20.2,27,13.1,TRUE,13,9.2,7.8,FALSE,22.8,26.2,12.9,TRUE,1184,1024,1390,266.1,29.5,31.5,0.7,TRUE,TRUE
49,06:19:01,8.9,7.7,7.1,1.8,0.6,58.7,16.6,13.3,TRUE,14.1,19.1,13.6,TRUE,13.4,8.6,8.4,TRUE,19.7,29.8,9.6,FALSE,1184,1024,1390,248.6,32.9,28.8,1,FALSE,FALSE
45,06:19:02,12.5,6.2,7.8,4.7,-1.6,50.2,18,15.7,TRUE,16.3,22.9,14,TRUE,14.4,10.1,8.1,TRUE,19.8,26.4,9.6,FALSE,1184,1024,1390,252,34.3,31.6,1,FALSE,FALSE
20,06:19:03,12.9,8.9,7.7,5.2,1.2,56.7,11.4,10.3,TRUE,18.3,26,11.9,TRUE,19.2,7,9.1,TRUE,20.7,26.1,11.9,FALSE,1184,1024,1390,258.1,27.3,27.1,1,FALSE,FALSE
34,06:19:04,14.2,8.7,7.3,6.9,1.4,56.2,16.3,15.9,TRUE,17.5,29,10.7,TRUE,17.1,7.3,9.6,TRUE,25.5,28.9,15.1,FALSE,1184,1024,1390,279.3,32.3,32.8,1,FALSE,FALSE
57,06:19:05,8.8,7.8,9.2,0.4,-1.4,58.6,14.5,13,TRUE,16.9,27.4,13.2,TRUE,14.3,10.2,9,TRUE,25.6,28.8,12,FALSE,1184,1024,1390,269.3,32.5,31.2,1,FALSE,FALSE
20,06:19:06,10.8,9,8.4,2.4,0.6,51.5,16.5,14.3,TRUE,20,27,10.7,TRUE,14.2,9.1,7.2,TRUE,24.9,26.2,16.5,FALSE,1184,1024,1390,266.3,34.6,29.9,1,FALSE,FALSE
67,06:19:07,15.8,8.1,7.1,8.7,1,55.7,13.3,14.3,TRUE,25.2,24.5,11.4,TRUE,17.9,9,9.3,TRUE,20.6,28.1,16.4,FALSE,1184,1024,1390,276.7,30.4,30.7,1,TRUE,FALSE
61,06:19:08,13.4,6.7,6.2,7.2,0.5,53.6,18,13.2,FALSE,21.3,27.2,7.9,TRUE,14,9.3,10.2,TRUE,23.7,25.7,13.3,TRUE,1184,1024,1390,263.7,34,29.6,0.7,TRUE,TRUE
35,06:19:09,14.3,10.5,9.7,4.6,0.8,64.6,16.6,14.4,TRUE,24.5,28.4,13.2,TRUE,19.2,9.2,8.9,TRUE,16.9,24.9,11.6,FALSE,1184,1024,1390,286.9,36.3,33,1,FALSE,FALSE
36,06:19:10,14.4,6.7,8.4,6,-1.7,58.3,14.3,15.1,TRUE,16.3,22.4,10.5,TRUE,15.1,8.8,8.8,TRUE,20,34.1,13.7,FALSE,1184,1024,1390,266.9,29.8,32.3,1,FALSE,FALSE
16,06:19:11,12.6,7.7,9.3,3.3,-1.6,53.4,15.3,11.7,TRUE,17.5,28.4,9.8,TRUE,16.8,9.2,9.9,TRUE,21.1,27.9,8.9,FALSE,1184,1024,1390,259.5,32.2,30.9,1,FALSE,FALSE
40,06:19:12,14.3,8.6,9.5,4.8,-0.9,46.5,18.3,18,TRUE,20.7,27.7,11.9,TRUE,12.9,9.6,9.8,FALSE,21.8,31.3,15.4,TRUE,1184,1024,1390,276.3,36.5,37.3,0.7,FALSE,FALSE
80,06:19:13,10.5,8.5,8.8,1.7,-0.3,53.2,14,18.1,TRUE,20.4,24.4,9.9,TRUE,15.9,8.3,9.2,FALSE,26.3,24.2,14.5,TRUE,1184,1024,1390,266.2,30.8,36.1,0.7,TRUE,TRUE
20,06:19:14,15,7.9,9.2,5.8,-1.3,58.5,17.4,17.9,TRUE,16.9,26.6,15.1,FALSE,12,10.7,7.7,FALSE,18.8,29.3,11.2,TRUE,1184,1024,1390,274.2,36,34.8,0.3,TRUE,TRUE
50,06:19:15,14.5,7,9.1,5.4,-2.1,58.2,15.9,15.1,TRUE,21.9,30,10.1,FALSE,13.6,9.7,6.7,TRUE,22,31.2,13.7,TRUE,1184,1024,1390,278.7,32.6,30.9,0.7,FALSE,FALSE
65,06:19:16,11.6,7.9,9.6,2,-1.7,63.5,16.6,13,TRUE,21.2,19.7,11.3,TRUE,16.1,8,9,TRUE,24.4,31.8,15.9,FALSE,1184,1024,1390,279.6,32.5,31.6,1,TRUE,FALSE
51,06:19:17,12.9,7.5,7.2,5.7,0.3,54.1,14.4,13.8,TRUE,13,26.5,14,TRUE,16.3,8.5,9.8,TRUE,19.5,30.8,16.3,FALSE,1184,1024,1390,264.6,30.4,30.8,1,FALSE,FALSE
15,06:19:18,8.9,7.5,9.6,0.7,-2.1,56.5,12.6,14,TRUE,22.8,22.5,10.1,TRUE,14.9,10.5,7.9,TRUE,17.2,25.9,8.3,FALSE,1184,1024,1390,249.2,30.6,31.5,1,FALSE,FALSE
71,06:19:19,15.4,10.1,8,7.4,2.1,53.6,15.7,14.5,TRUE,17.9,21.3,16.4,FALSE,18,9.8,8.6,TRUE,22.7,24.3,11.5,TRUE,1184,1024,1390,267.8,35.6,31.1,0.7,TRUE,TRUE
11,06:19:20,16.2,8.3,9,7.2,-0.7,58.3,15,9.8,TRUE,24.2,24.2,12.3,TRUE,14.5,10.1,9.3,TRUE,18.5,31.9,13.3,FALSE,1184,1024,1390,274.9,33.4,28.1,1,FALSE,FALSE
54,06:19:21,14.1,9.1,9.6,4.5,-0.5,58.8,13.8,11.3,TRUE,22.4,26.3,10.1,TRUE,16.2,8.1,8.4,TRUE,28.2,24.1,10.6,FALSE,1184,1024,1390,271.1,31,29.3,1,FALSE,FALSE
65,06:19:22,14,7.7,8.7,5.3,-1,56,14.6,11.9,FALSE,20,23.1,11.6,TRUE,14.9,9.8,10.3,TRUE,27.8,34.4,11.8,TRUE,1184,1024,1390,276.6,32.1,30.9,0.7,TRUE,TRUE
57,06:19:23,12.9,8.2,9.1,3.8,-0.9,48.9,13.7,12.2,TRUE,20.5,25.5,13.1,TRUE,16.2,9.5,6.7,TRUE,21.5,26.9,13.9,FALSE,1184,1024,1390,258.8,31.4,28,1,FALSE,FALSE
18,06:19:24,12.4,9.1,7.7,4.7,1.4,65.7,15.2,13.3,TRUE,19,21.7,16.6,FALSE,13.8,7.7,7.7,TRUE,20.2,22.6,12,TRUE,1184,1024,1390,264.7,32,28.7,0.7,FALSE,FALSE
11,06:19:25,15,6.8,8,7,-1.2,67.2,14.3,10.7,FALSE,18.6,20.9,9.2,TRUE,17.3,10.8,10.4,TRUE,19.7,27.9,9.6,TRUE,1184,1024,1390,266.4,31.9,29.1,0.7,FALSE,FALSE
65,06:19:26,13.5,8.4,7.9,5.6,0.5,59.3,16.2,8.1,TRUE,20.7,23.6,11.2,TRUE,16.8,9.8,9.2,TRUE,18.8,26.8,9.3,FALSE,1184,1024,1390,259.6,34.4,25.2,1,TRUE,FALSE
36,06:19:27,12.7,8.8,7.8,4.9,1,55.8,16,14.6,TRUE,20,22.1,11.3,TRUE,14,7.8,9,TRUE,24.8,29.8,11.2,FALSE,1184,1024,1390,265.7,32.6,31.4,1,FALSE,FALSE
62,06:19:28,11.1,8.3,8.8,2.3,-0.5,62.4,14.2,16.9,TRUE,21.6,22.3,14,TRUE,10.1,9,7.7,FALSE,20.5,24.7,12.3,TRUE,1184,1024,1390,263.9,31.5,33.4,0.7,TRUE,TRUE
24,06:19:29,13.2,7.5,6,7.2,1.5,55.7,16.4,14.4,TRUE,22.1,28.4,15,FALSE,15,8.3,9.9,TRUE,16.8,30.8,12.8,TRUE,1184,1024,1390,272.3,32.2,30.3,0.7,FALSE,FALSE
18,06:19:30,12.1,8.4,8.9,3.2,-0.5,50.6,12.4,15.1,TRUE,19.7,21.7,11.6,TRUE,14.7,8.6,9.8,TRUE,21.4,33.2,14.9,FALSE,1184,1024,1390,263.1,29.4,33.8,1,FALSE,FALSE
27,06:19:31,14,8.3,8.6,5.4,-0.3,59.9,14.7,19.4,TRUE,19.6,23.1,13.9,TRUE,14.7,8.6,8.2,FALSE,21.1,29.4,14.2,TRUE,1184,1024,1390,277.7,31.6,36.2,0.7,FALSE,FALSE
76,06:19:32,14.2,7.1,6.5,7.7,0.6,64.9,14.7,12.7,TRUE,22.6,23.5,11,TRUE,13.1,9.8,8.1,TRUE,21.3,30.4,12.3,FALSE,1184,1024,1390,272.2,31.6,27.3,1,TRUE,FALSE
72,06:19:33,14.7,8.4,8,6.7,0.4,57.8,15,13.4,TRUE,17,26.7,10.6,TRUE,13.9,6.1,9.7,TRUE,24.2,30.7,13.2,FALSE,1184,1024,1390,269.4,29.5,31.1,1,TRUE,FALSE
47,06:19:34,14.7,7.9,6.1,8.6,1.8,57.4,13.1,12.4,TRUE,25.5,28,13.4,TRUE,10.3,8.7,8.9,TRUE,22,25.6,11.7,FALSE,1184,1024,1390,265.7,29.7,27.4,1,FALSE,FALSE
15,06:19:35,11.7,7.1,7.1,4.6,0,58.5,18.6,14.5,TRUE,21.9,23.6,15.8,FALSE,16.5,8.6,8.4,TRUE,15.8,26.3,15.1,TRUE,1184,1024,1390,269.5,34.3,30,0.7,FALSE,FALSE
74,06:19:36,13.5,8.1,9,4.5,-0.9,55.5,14.2,13.5,TRUE,22.6,26.8,12.4,TRUE,16.9,7.3,8.3,TRUE,21.2,27.9,12.9,FALSE,1184,1024,1390,270.1,29.6,30.8,1,TRUE,FALSE
24,06:19:37,12.9,8.2,8.8,4.1,-0.6,60.5,19,15,FALSE,19,23.4,14.6,TRUE,17.1,8.1,10,TRUE,24,30.8,12.8,TRUE,1184,1024,1390,284.2,35.3,33.8,0.7,FALSE,FALSE
18,06:19:38,13.7,7.2,8.2,5.5,-1,56.8,19,9.7,TRUE,20.5,20.9,13.9,TRUE,14.4,9.6,9,TRUE,20.2,29.4,12.6,FALSE,1184,1024,1390,265.1,35.8,26.9,1,FALSE,FALSE
68,06:19:39,11.2,6.6,8.1,3.1,-1.5,58.6,14.4,13.7,TRUE,20.4,24.5,11.7,TRUE,16.5,9.1,8,TRUE,19,29.2,11.6,FALSE,1184,1024,1390,262.6,30.1,29.8,1,TRUE,FALSE
34,06:19:40,12.3,5.8,8.8,3.5,-3,52.8,14.7,11.5,TRUE,18.5,26.7,10.1,TRUE,17.1,9.2,9.2,TRUE,23.2,30.7,16.4,FALSE,1184,1024,1390,267,29.7,29.5,1,FALSE,FALSE
13,06:19:41,13,7.1,7.7,5.3,-0.6,54,14.2,15.3,TRUE,16.2,28.6,11.6,TRUE,16.7,8.5,9.7,TRUE,18.7,24.5,14.1,FALSE,1184,1024,1390,259.9,29.8,32.7,1,FALSE,FALSE
58,06:19:42,11.2,10.6,9.1,2.1,1.5,54.9,16.6,14.8,TRUE,18.2,20.3,14.7,TRUE,15.3,8.2,9.1,TRUE,18.1,27.8,11.9,FALSE,1184,1024,1390,260.8,35.4,33,1,FALSE,FALSE
39,06:19:43,15.7,7.5,9.8,5.9,-2.3,64.7,13.7,16.1,TRUE,14.2,26.2,10.3,TRUE,14.8,9.9,8.7,FALSE,25.4,25.4,12.8,TRUE,1184,1024,1390,275.2,31.1,34.6,0.7,FALSE,FALSE
77,06:19:44,16.5,6.5,8.3,8.2,-1.8,50.5,13.5,15.7,TRUE,19.8,23.3,13,TRUE,16.5,8.8,7.7,TRUE,20.6,24.2,16.5,FALSE,1184,1024,1390,261.4,28.8,31.7,1,TRUE,FALSE
28,06:19:45,11.5,7.7,6,5.5,1.7,55.1,15.5,14,TRUE,22.3,23,12.6,TRUE,14,9.3,9.3,TRUE,23.5,26.7,14.8,FALSE,1184,1024,1390,265.3,32.5,29.3,1,FALSE,FALSE
18,06:19:46,13.3,8.2,7.6,5.7,0.6,51.6,15,16.1,TRUE,12.9,23.3,10.9,TRUE,20.2,8.4,8.1,FALSE,20,22,13.6,TRUE,1184,1024,1390,251.2,31.6,31.8,0.7,FALSE,FALSE
45,06:19:47,8.4,7.5,10.1,1.7,-2.6,49.3,15.7,14.1,TRUE,20,28.6,13.4,TRUE,15.6,8,7.5,TRUE,25.2,30.4,11,FALSE,1184,1024,1390,264.8,31.2,31.7,1,FALSE,FALSE
50,06:19:48,14.6,8.3,7.9,6.7,0.4,64,14.6,15.8,TRUE,20.3,26.4,15.8,FALSE,15.6,7.8,9,TRUE,24.4,27.3,10.4,TRUE,1184,1024,1390,282.2,30.7,32.7,0.7,FALSE,FALSE
26,06:19:49,12.4,7.3,6.5,5.9,0.8,59,16.2,12,TRUE,21,24.9,10.6,TRUE,16.5,10.9,8.2,TRUE,21.3,28.1,10.9,FALSE,1184,1024,1390,265.8,34.4,26.7,1,FALSE,FALSE
79,06:19:50,8.8,7.5,8.4,0.4,-0.9,55.6,19.1,14.3,TRUE,17.3,22.9,12.9,TRUE,15.1,8.9,9.3,TRUE,18,23.5,15.6,FALSE,1184,1024,1390,257.2,35.5,32,1,TRUE,FALSE
66,06:19:51,15.2,7.3,7.7,7.5,-0.4,62.6,13.6,12.3,TRUE,19.1,26.2,12.1,TRUE,13.3,10.7,9.2,TRUE,22.5,29.9,15.5,FALSE,1184,1024,1390,277.2,31.6,29.2,1,TRUE,FALSE
76,06:19:52,10.1,8.4,7.4,2.7,1,54.4,15.5,12.3,FALSE,16.2,23.6,11.4,TRUE,14.7,10.5,10.1,TRUE,22.2,29.5,17.2,TRUE,1184,1024,1390,263.5,34.4,29.8,0.7,TRUE,TRUE
60,06:19:53,16.7,8.7,9.7,7,-1,55.8,15.4,11.7,TRUE,15.4,19.1,10.8,TRUE,15.9,8.7,9,TRUE,20,34,12.4,FALSE,1184,1024,1390,263.3,32.8,30.4,1,FALSE,FALSE
27,06:19:54,13.3,7.3,8.3,5,-1,64.6,14.2,15.1,TRUE,23.3,27.1,14.8,TRUE,19.3,9.8,8.1,TRUE,24.1,25.3,11.9,FALSE,1184,1024,1390,286.5,31.3,31.5,1,FALSE,FALSE
74,06:19:55,11.1,7.2,6.3,4.8,0.9,53.7,16.9,14.5,FALSE,20.8,22.9,11.4,TRUE,16.2,10,10,TRUE,23,24.1,12.1,TRUE,1184,1024,1390,260.2,34.1,30.8,0.7,TRUE,TRUE
40,06:19:56,14.5,8,9.1,5.4,-1.1,60.4,15,14.6,TRUE,23.7,27.1,11.1,TRUE,17,10,7.3,TRUE,22.3,25.4,13.9,FALSE,1184,1024,1390,279.4,33,31,1,FALSE,FALSE
10,06:19:57,17.3,8.6,5.5,11.8,3.1,46.3,17.3,12,TRUE,21.2,24.3,11.6,TRUE,13.3,9.3,9.1,TRUE,24.9,21.7,14.2,FALSE,1184,1024,1390,256.6,35.2,26.6,1,FALSE,FALSE
33,06:19:58,15.4,7.3,8.8,6.6,-1.5,62.9,15,11.5,FALSE,17,21.4,10.3,TRUE,16.8,6.9,10.4,TRUE,17.8,26.5,13.4,TRUE,1184,1024,1390,261.4,29.2,30.7,0.7,FALSE,FALSE
80,06:19:59,15.3,8.4,8.3,7,0.1,47.6,13.8,13.4,FALSE,22.4,22,15.7,FALSE,10.6,7.2,10,TRUE,21.9,25.4,14.8,TRUE,1184,1024,1390,256.8,29.4,31.7,0.3,TRUE,TRUE
46,06:20:00,14.2,9.4,9.7,4.5,-0.3,49.9,15,16.1,TRUE,15.4,23.8,13.5,TRUE,16,9.6,8.2,FALSE,27.1,30.7,14.2,TRUE,1184,1024,1390,272.8,34,34,0.7,FALSE,FALSE
17,06:20:01,10.9,7,7.8,3.1,-0.8,60.2,14.5,16.9,TRUE,22.6,25.9,14.3,TRUE,14.5,9.4,9,FALSE,20.4,30.5,12.5,TRUE,1184,1024,1390,276.4,30.9,33.7,0.7,FALSE,FALSE
56,06:20:02,15,7.8,9.7,5.3,-1.9,63.8,15.5,10.4,FALSE,16,22.5,14,TRUE,12.8,8.9,11.3,TRUE,19.5,33.8,12.4,TRUE,1184,1024,1390,273.4,32.2,31.4,0.7,FALSE,FALSE
28,06:20:03,13.3,7.7,8.6,4.7,-0.9,54.4,13.2,17.1,TRUE,19.7,24.3,11.3,TRUE,15.3,8,8.6,FALSE,21.8,29.5,14,TRUE,1184,1024,1390,266.8,28.9,34.3,0.7,FALSE,FALSE
19,06:20:04,14.7,7.5,8.1,6.6,-0.6,58.7,18.3,16.5,TRUE,14.1,27.1,13.1,TRUE,12.1,9.2,9.4,FALSE,17.1,23.9,11,TRUE,1184,1024,1390,260.8,35,34,0.7,FALSE,FALSE
74,06:20:05,11,7.3,7,4,0.3,49.3,14.9,14.3,TRUE,25.1,28.8,12.8,TRUE,16,10.7,9.6,TRUE,23.6,26.4,10.4,FALSE,1184,1024,1390,267.2,32.9,30.9,1,TRUE,FALSE
55,06:20:06,15.1,6,8.3,6.8,-2.3,64.3,13.4,11.5,TRUE,25.2,29.6,12.2,TRUE,12.6,8.4,9.5,TRUE,26,29.2,13.7,FALSE,1184,1024,1390,285,27.8,29.3,1,FALSE,FALSE
16,06:20:07,10.2,5.8,8.7,1.5,-2.9,57.8,19.7,13.4,TRUE,19.4,18.9,12.3,TRUE,15.8,10.6,7.7,TRUE,18.7,30.2,12,FALSE,1184,1024,1390,261.2,36.1,29.8,1,FALSE,FALSE
51,06:20:08,14.3,7.7,7.3,7,0.4,67.2,19.1,14.5,FALSE,21.2,27,12.9,TRUE,14.6,8.8,11,TRUE,20.9,28.2,15.4,TRUE,1184,1024,1390,290.1,35.6,32.8,0.7,FALSE,FALSE
59,06:20:09,15.1,7,6.9,8.2,0.1,57.9,14.3,14.7,TRUE,18.1,22.5,15.1,FALSE,18.2,10.2,9.2,TRUE,20.8,24.6,10.7,TRUE,1184,1024,1390,265.3,31.5,30.8,0.7,FALSE,FALSE
16,06:20:10,11.3,6.5,7.4,3.9,-0.9,60.3,13.9,15.5,TRUE,16.5,21.4,12.2,TRUE,15.5,8.9,8.3,TRUE,27.5,29,13.4,FALSE,1184,1024,1390,267.6,29.3,31.2,1,FALSE,FALSE
34,06:20:11,14.1,8.1,8.3,5.8,-0.2,48.7,18.1,14.7,TRUE,19.8,19.7,8.6,TRUE,13.4,8.9,9.5,TRUE,19.1,28,9.6,FALSE,1184,1024,1390,248.6,35.1,32.5,1,FALSE,FALSE
23,06:20:12,9.9,10.4,6.3,3.6,4.1,61.4,16.2,15.4,TRUE,16.6,24.6,8.8,TRUE,18.2,7.9,8.8,TRUE,18.3,23.3,13.7,FALSE,1184,1024,1390,259.8,34.5,30.5,1,FALSE,FALSE
22,06:20:13,11.6,9.1,8.2,3.4,0.9,52.8,13.2,13.7,TRUE,14,25.7,9.1,TRUE,13.8,7.3,8.3,TRUE,18.4,27.4,13,FALSE,1184,1024,1390,245.6,29.6,30.2,1,FALSE,FALSE
29,06:20:14,13.8,8.1,9.4,4.4,-1.3,55.1,16.6,13.5,TRUE,20.1,32.1,12.1,FALSE,13.2,8.4,9,TRUE,19,27.7,11.1,TRUE,1184,1024,1390,269.2,33.1,31.9,0.7,FALSE,FALSE
62,06:20:15,14.7,7.3,7.9,6.8,-0.6,56.6,14.2,15.7,TRUE,15.7,27.3,8.9,TRUE,19.9,9.2,8.4,TRUE,19.7,27.7,14.1,FALSE,1184,1024,1390,267.3,30.7,32,1,TRUE,FALSE
16,06:20:16,9.4,7.8,7.6,1.8,0.2,49.1,18.3,15.1,TRUE,16.7,27.8,12,TRUE,11.4,10.2,6.9,TRUE,22.9,23.2,14.9,FALSE,1184,1024,1390,253.3,36.3,29.6,1,FALSE,FALSE
43,06:20:17,12.6,8.6,8.7,3.9,-0.1,57.6,19.4,14.7,TRUE,14.5,24.8,9,TRUE,14.6,10.1,9.7,TRUE,22,31.4,12.7,FALSE,1184,1024,1390,270.4,38.1,33.1,1,FALSE,FALSE
79,06:20:18,12.9,8.8,7.6,5.3,1.2,54.5,12.9,15.4,TRUE,16.8,26.6,11.5,TRUE,17.9,8,9.9,TRUE,20.6,24,12.2,FALSE,1184,1024,1390,259.6,29.7,32.9,1,TRUE,FALSE
55,06:20:19,13.2,7,8.5,4.7,-1.5,62.8,16.2,16.6,TRUE,16.3,24.9,12.5,TRUE,19.2,9.6,8.4,FALSE,19.6,26.7,12.3,TRUE,1184,1024,1390,273.8,32.8,33.5,0.7,FALSE,FALSE
77,06:20:20,12.4,6.3,8.8,3.6,-2.5,49.3,14.6,13.7,TRUE,23.6,29.9,11.9,TRUE,16.5,9.4,9.4,TRUE,20.3,26.6,10.8,FALSE,1184,1024,1390,263.5,30.3,31.9,1,TRUE,FALSE
63,06:20:21,13.1,6.9,9,4.1,-2.1,56.8,15.8,13.4,TRUE,18.1,25.4,12.3,TRUE,13.9,9,9.9,TRUE,20,24.3,14.5,FALSE,1184,1024,1390,262.4,31.7,32.3,1,TRUE,FALSE
51,06:20:22,13,8.8,8.3,4.7,0.5,64.3,15.8,13.9,TRUE,20.6,21.8,13.6,TRUE,16.4,10.1,8.2,TRUE,21.3,26.2,8.3,FALSE,1184,1024,1390,270.6,34.7,30.4,1,FALSE,FALSE
43,06:20:23,12.3,10,8.1,4.2,1.9,51.5,17.3,15.3,TRUE,17.8,28.5,14.3,TRUE,13.9,10.6,7.2,TRUE,24.4,26.3,14.2,FALSE,1184,1024,1390,271.7,37.9,30.6,1,FALSE,FALSE
80,06:20:24,12.3,9.5,7.8,4.5,1.7,51.1,18.4,11.6,TRUE,17.9,25.7,10.5,TRUE,15.5,7.7,7.9,TRUE,17.2,26.6,13.3,FALSE,1184,1024,1390,253,35.6,27.3,1,TRUE,FALSE
18,06:20:25,14.7,8.1,9.8,4.9,-1.7,64,17.6,13.9,TRUE,26.4,28.9,12,TRUE,14.9,7.6,7.9,TRUE,18.2,27.1,15.2,FALSE,1184,1024,1390,286.3,33.3,31.6,1,FALSE,FALSE
80,06:20:26,13.3,8.4,6.3,7,2.1,61.5,14.9,11.6,TRUE,19.6,26.2,13.3,TRUE,14.1,10.1,8.8,TRUE,17.1,24.9,11.7,FALSE,1184,1024,1390,261.8,33.4,26.7,1,TRUE,FALSE
44,06:20:27,15.8,7.2,6.8,9,0.4,64.5,13.4,15,TRUE,19.3,24.9,10.4,TRUE,14.6,10.5,9.7,TRUE,17.6,28.9,14.2,FALSE,1184,1024,1390,272.8,31.1,31.5,1,FALSE,FALSE
44,06:20:28,11.6,6.7,8.8,2.8,-2.1,59.6,17.1,10.9,TRUE,17,23.8,8.7,TRUE,11.6,11.5,8.6,TRUE,19.7,31.2,12.5,FALSE,1184,1024,1390,259.3,35.3,28.3,1,FALSE,FALSE
